,accept,reward,m_type,income,accounts,overdraft,rating,cards,homes,family,Owner,balance
15684,No,Points,Letter,1,1,Yes,3,1,2,4,No,892.0
15685,No,Cash Back,Postcard,2,2,No,3,3,2,2,Yes,1975.0
15686,No,Cash Back,Postcard,2,1,No,2,2,1,4,Yes,223.0
15687,No,Cash Back,Letter,3,1,No,3,3,2,4,Yes,145.0
15688,No,Points,Letter,1,1,No,2,1,2,5,Yes,232.0
15689,No,Points,Postcard,3,1,No,1,3,1,3,Yes,1240.0
15690,No,Air Miles,Letter,3,1,No,2,2,1,3,Yes,434.0
15691,No,Points,Postcard,1,1,No,2,3,1,3,Yes,383.0
15692,No,Cash Back,Postcard,3,2,No,3,1,1,4,No,424.0
15693,No,Points,Postcard,3,1,No,1,2,1,5,Yes,269.0
15694,No,Points,Letter,1,2,No,3,1,1,4,No,1922.0
15695,No,Points,Letter,2,2,No,1,3,1,4,No,2026.0
15696,No,Air Miles,Postcard,2,1,No,1,1,1,4,Yes,144.0
15697,No,Cash Back,Postcard,2,1,No,3,2,1,2,Yes,126.0
15698,No,Points,Letter,1,1,Yes,2,3,1,4,Yes,1649.0
15699,No,Air Miles,Letter,2,2,No,2,1,2,2,Yes,274.0
15700,No,Cash Back,Letter,3,1,No,1,2,1,4,Yes,544.0
15701,No,Air Miles,Postcard,2,1,No,1,2,1,3,Yes,244.0
15702,No,Points,Postcard,3,1,No,2,2,1,2,Yes,431.0
15703,No,Points,Letter,2,1,No,1,1,1,3,Yes,843.0
15704,No,Air Miles,Postcard,2,1,No,3,3,1,3,Yes,1020.0
15705,No,Points,Postcard,1,2,No,1,2,1,3,Yes,663.0
15707,No,Points,Letter,2,1,No,1,3,1,5,Yes,653.0
15708,No,Cash Back,Postcard,2,1,No,1,1,1,4,Yes,198.0
15709,No,Cash Back,Postcard,2,1,No,2,2,1,5,Yes,262.0
15710,No,Cash Back,Postcard,2,1,No,3,2,1,5,Yes,1358.0
15711,No,Air Miles,Postcard,2,1,No,2,2,1,3,Yes,114.0
15712,No,Points,Letter,2,1,No,1,2,1,5,Yes,588.0
15713,No,Air Miles,Letter,2,1,No,1,2,1,4,No,1952.0
15714,No,Points,Postcard,2,1,No,1,2,2,3,Yes,393.0
15715,No,Cash Back,Letter,1,1,No,2,2,1,5,No,1276.0
15716,No,Cash Back,Letter,2,1,No,1,2,1,4,Yes,1734.0
15717,No,Air Miles,Letter,2,2,No,1,1,2,2,No,1131.0
15718,No,Air Miles,Letter,2,1,Yes,2,3,1,4,Yes,1863.0
15719,No,Points,Postcard,2,1,No,2,2,1,5,Yes,598.0
15720,No,Air Miles,Postcard,2,2,No,2,3,1,5,Yes,918.0
15721,No,Air Miles,Letter,2,1,No,3,1,1,5,No,149.0
15722,No,Cash Back,Letter,2,2,No,1,3,2,3,No,1955.0
15723,No,Air Miles,Letter,2,2,No,2,2,1,3,Yes,332.0
15724,No,Cash Back,Letter,1,1,No,2,1,1,3,Yes,1767.0
15725,Yes,Points,Postcard,2,1,No,2,1,1,3,Yes,760.0
15726,No,Points,Letter,3,1,No,2,2,1,4,Yes,1044.0
15727,Yes,Air Miles,Letter,1,1,No,1,1,1,3,No,1980.0
15728,No,Points,Postcard,1,2,No,3,3,1,4,No,441.0
15729,No,Cash Back,Postcard,1,1,No,3,1,1,3,Yes,750.0
15730,No,Air Miles,Postcard,2,1,No,3,1,1,3,Yes,879.0
15731,No,Points,Letter,2,2,Yes,1,2,1,4,Yes,300.0
15732,No,Points,Postcard,2,1,No,2,2,1,4,Yes,370.0
15733,No,Cash Back,Letter,1,1,No,2,2,2,3,Yes,1344.0
15734,No,Cash Back,Letter,1,1,No,3,2,1,4,Yes,230.0
15735,No,Air Miles,Postcard,2,1,No,1,3,2,4,Yes,916.0
15736,Yes,Air Miles,Postcard,2,1,No,2,2,1,4,No,1971.0
15737,No,Cash Back,Postcard,2,1,No,3,1,1,4,No,566.0
15738,Yes,Points,Postcard,3,1,No,1,3,2,2,Yes,1833.0
15739,No,Cash Back,Letter,3,1,No,1,1,1,5,No,76.0
15740,No,Air Miles,Letter,2,1,No,1,2,1,3,Yes,504.0
15741,No,Air Miles,Postcard,2,1,No,1,1,1,2,Yes,511.0
15742,No,Points,Letter,2,1,No,1,2,1,4,Yes,1042.0
15743,No,Cash Back,Letter,2,1,No,1,2,2,4,No,619.0
15744,No,Cash Back,Postcard,2,1,No,1,2,1,3,Yes,1326.0
15745,No,Cash Back,Letter,1,1,Yes,3,2,1,4,Yes,634.0
15746,No,Air Miles,Letter,3,1,No,3,1,1,3,Yes,287.0
15747,No,Cash Back,Postcard,2,1,No,3,1,2,4,No,618.0
15748,No,Air Miles,Letter,2,1,No,3,2,1,3,Yes,1437.0
15749,No,Points,Letter,2,1,No,2,1,1,3,Yes,234.0
15750,No,Air Miles,Postcard,2,1,Yes,1,3,1,2,Yes,2165.0
15751,No,Points,Postcard,2,1,No,2,1,2,4,Yes,613.0
15752,No,Points,Postcard,3,1,No,3,1,1,3,Yes,1025.0
15753,No,Points,Postcard,2,1,Yes,2,2,1,3,No,1998.0
15754,No,Cash Back,Postcard,3,1,No,1,3,1,1,Yes,109.0
15755,No,Cash Back,Letter,2,1,No,1,1,1,3,No,130.0
15756,No,Air Miles,Postcard,2,1,No,3,1,1,3,Yes,317.0
15757,No,Air Miles,Letter,2,1,Yes,1,1,1,3,No,8.0
15758,No,Cash Back,Postcard,3,2,Yes,1,1,1,2,Yes,738.0
15759,No,Cash Back,Letter,3,1,No,3,1,1,4,No,1328.0
15760,No,Cash Back,Letter,1,1,No,2,2,1,4,No,1387.0
15761,No,Air Miles,Letter,2,1,No,1,3,2,5,Yes,503.0
15762,Yes,Points,Postcard,1,1,No,2,2,1,5,No,758.0
15763,No,Air Miles,Letter,2,1,No,3,2,1,3,Yes,1684.0
15764,No,Cash Back,Postcard,1,1,Yes,3,2,1,5,Yes,988.0
15765,Yes,Air Miles,Postcard,2,1,No,2,1,1,1,No,834.0
15766,No,Points,Letter,2,1,No,1,3,1,4,Yes,31.0
15767,No,Air Miles,Postcard,3,2,No,1,1,1,3,Yes,130.0
15768,No,Points,Letter,2,1,No,3,1,2,4,Yes,1700.0
15769,No,Cash Back,Letter,2,1,No,3,2,1,4,Yes,64.0
15770,No,Cash Back,Letter,2,2,No,1,3,1,4,No,703.0
15771,No,Cash Back,Postcard,2,2,No,3,3,1,3,Yes,898.0
15772,No,Air Miles,Postcard,1,2,No,3,3,1,3,No,852.0
15773,No,Cash Back,Postcard,3,1,No,1,3,1,3,Yes,781.0
15774,No,Air Miles,Letter,3,1,Yes,3,2,1,3,Yes,291.0
15775,Yes,Air Miles,Postcard,1,1,No,2,2,1,3,No,1212.0
15776,No,Air Miles,Postcard,2,1,No,2,1,1,4,No,760.0
15777,No,Cash Back,Postcard,2,1,No,3,2,1,5,Yes,353.0
15778,No,Cash Back,Postcard,2,1,No,3,1,1,3,No,1950.0
15779,Yes,Points,Postcard,3,1,No,1,1,1,5,No,340.0
15780,No,Points,Postcard,2,1,No,2,3,1,3,No,1581.0
15781,No,Cash Back,Postcard,2,2,No,3,1,1,4,No,921.0
15782,No,Cash Back,Postcard,3,2,No,3,1,1,3,Yes,329.0
15783,No,Points,Letter,3,1,No,2,2,2,3,No,1700.0
15784,No,Air Miles,Letter,3,2,No,1,2,2,3,No,686.0
15785,No,Cash Back,Postcard,2,1,No,3,3,2,2,Yes,483.0
15786,No,Air Miles,Letter,3,1,No,3,1,1,2,No,323.0
15787,No,Air Miles,Letter,2,1,No,1,2,1,5,Yes,1113.0
15788,No,Cash Back,Postcard,2,2,No,2,1,2,4,Yes,154.0
15789,No,Cash Back,Letter,2,1,No,1,3,1,5,Yes,966.0
15790,No,Points,Letter,1,1,No,1,3,2,5,Yes,545.0
15791,No,Cash Back,Postcard,2,2,No,3,2,2,4,Yes,1260.0
15792,No,Points,Letter,3,1,Yes,1,2,1,4,Yes,685.0
15793,No,Cash Back,Postcard,2,1,No,2,1,1,2,No,634.0
15794,Yes,Cash Back,Letter,1,1,No,3,2,2,4,Yes,1210.0
15795,No,Cash Back,Postcard,3,2,No,1,2,1,3,Yes,496.0
15796,No,Air Miles,Postcard,2,1,No,2,1,2,3,Yes,1009.0
15797,No,Cash Back,Postcard,1,2,No,2,1,2,3,Yes,13.0
15798,No,Points,Postcard,3,1,No,3,2,2,2,No,571.0
15799,No,Points,Letter,2,1,No,3,3,1,1,Yes,1062.0
15800,Yes,Points,Letter,1,1,No,1,2,1,1,No,928.0
15801,No,Points,Letter,2,1,No,2,3,1,2,Yes,1733.0
15802,No,Points,Postcard,3,1,No,3,3,1,5,No,906.0
15803,No,Cash Back,Letter,2,1,No,2,1,1,3,No,122.0
15804,No,Air Miles,Postcard,2,1,No,3,2,1,5,No,724.0
15805,No,Cash Back,Letter,2,1,Yes,2,2,1,4,Yes,641.0
15806,No,Air Miles,Letter,2,2,No,2,3,2,4,Yes,1730.0
15807,No,Air Miles,Postcard,3,1,No,3,1,1,2,Yes,943.0
15808,No,Cash Back,Letter,2,2,No,1,3,2,5,Yes,1192.0
15809,No,Points,Letter,3,2,Yes,2,2,1,3,Yes,453.0
15810,No,Air Miles,Letter,2,2,No,1,3,1,4,Yes,668.0
15811,No,Cash Back,Postcard,2,2,No,1,1,1,4,No,49.0
15812,No,Points,Letter,3,2,No,3,3,1,4,Yes,78.0
15813,No,Points,Postcard,1,1,Yes,2,2,1,1,Yes,1689.0
15814,No,Air Miles,Letter,1,1,No,1,3,1,5,Yes,1914.0
15815,No,Cash Back,Letter,2,1,No,1,2,1,1,Yes,847.0
15816,No,Air Miles,Letter,3,1,No,3,1,1,3,No,752.0
15817,No,Cash Back,Letter,1,1,No,2,2,1,3,Yes,46.0
15818,No,Air Miles,Letter,3,1,No,1,1,1,3,Yes,630.0
15819,No,Points,Postcard,2,1,Yes,1,2,1,3,Yes,708.0
15820,No,Points,Letter,2,1,No,3,1,1,4,Yes,387.0
15821,No,Air Miles,Postcard,1,1,No,3,2,1,4,Yes,173.0
15822,No,Points,Postcard,2,1,No,3,1,1,3,Yes,150.0
15823,No,Air Miles,Letter,2,1,No,2,3,1,5,Yes,44.0
15824,No,Air Miles,Letter,3,1,Yes,2,1,1,4,Yes,1811.0
15825,No,Points,Letter,2,1,No,2,1,2,3,Yes,242.0
15826,No,Cash Back,Letter,2,1,No,3,2,1,3,Yes,169.0
15827,No,Air Miles,Letter,2,1,No,1,1,2,2,Yes,9.0
15828,No,Points,Postcard,1,2,No,3,2,2,1,Yes,233.0
15829,No,Cash Back,Letter,1,2,No,2,1,1,5,Yes,1344.0
15830,No,Cash Back,Postcard,2,1,No,2,2,1,5,Yes,62.0
15831,No,Cash Back,Letter,1,1,Yes,2,2,1,2,No,40.0
15832,No,Air Miles,Postcard,1,1,Yes,2,3,1,4,No,1813.0
15833,No,Air Miles,Postcard,1,1,No,2,1,1,2,Yes,44.0
15834,No,Points,Letter,2,2,No,3,3,1,3,No,26.0
15835,No,Points,Postcard,2,2,No,2,2,1,3,Yes,190.0
15836,No,Air Miles,Letter,3,1,No,3,2,1,5,Yes,1823.0
15837,No,Air Miles,Postcard,3,1,No,2,3,1,4,No,281.0
15838,No,Points,Letter,3,1,No,1,3,2,2,Yes,824.0
15839,No,Air Miles,Letter,2,1,No,1,2,1,3,No,1270.0
15840,No,Cash Back,Letter,2,2,Yes,2,3,1,2,Yes,1315.0
15841,No,Cash Back,Postcard,2,1,No,1,1,2,2,Yes,1354.0
15842,No,Points,Letter,1,1,No,2,2,1,3,No,844.0
15843,No,Cash Back,Letter,2,2,No,1,1,1,4,No,1864.0
15844,No,Points,Letter,1,2,No,2,2,1,4,No,372.0
15845,No,Air Miles,Letter,3,1,No,1,2,1,2,Yes,80.0
15846,No,Air Miles,Postcard,2,2,No,3,1,1,3,Yes,692.0
15847,No,Cash Back,Letter,2,1,Yes,1,1,2,2,Yes,388.0
15848,No,Cash Back,Letter,2,1,No,3,3,2,1,Yes,648.0
15849,No,Cash Back,Letter,2,1,No,3,3,1,4,No,675.0
15850,No,Points,Letter,2,1,No,1,2,1,3,Yes,1658.0
15851,No,Cash Back,Letter,2,2,Yes,3,2,1,5,No,454.0
15852,No,Cash Back,Postcard,3,2,No,3,1,1,4,Yes,2179.0
15853,No,Cash Back,Letter,2,1,No,1,1,1,3,Yes,869.0
15854,Yes,Points,Postcard,2,1,No,2,2,1,4,No,1585.0
15855,No,Cash Back,Letter,3,2,No,2,2,1,4,Yes,306.0
15856,No,Air Miles,Postcard,2,2,No,2,3,1,4,Yes,489.0
15857,No,Cash Back,Postcard,2,1,No,3,2,1,1,Yes,786.0
15858,No,Air Miles,Letter,3,2,Yes,1,2,2,3,Yes,1019.0
15859,No,Air Miles,Letter,1,1,No,1,1,1,2,No,430.0
15860,No,Points,Postcard,1,1,No,1,1,2,4,Yes,1145.0
15861,No,Cash Back,Postcard,3,2,No,1,2,1,4,No,989.0
15862,No,Air Miles,Postcard,2,1,No,3,3,1,1,Yes,642.0
15863,No,Air Miles,Postcard,1,1,No,2,2,1,4,No,1237.0
15864,No,Air Miles,Letter,3,2,No,1,1,1,5,No,232.0
15865,No,Points,Letter,3,1,No,1,2,1,4,No,1006.0
15866,Yes,Air Miles,Letter,2,1,No,1,2,2,2,Yes,1400.0
15867,No,Points,Letter,1,1,Yes,3,3,1,5,Yes,708.0
15868,No,Points,Letter,3,1,Yes,1,3,1,3,No,1033.0
15869,No,Points,Postcard,1,1,No,2,2,1,3,Yes,326.0
15870,No,Cash Back,Postcard,1,1,No,3,3,1,2,No,410.0
15871,No,Points,Postcard,3,1,No,3,3,1,2,No,872.0
15872,No,Cash Back,Postcard,3,1,No,2,1,1,2,Yes,1048.0
15873,No,Cash Back,Letter,2,1,No,3,2,1,4,Yes,1609.0
15874,No,Cash Back,Postcard,3,1,Yes,1,3,1,2,No,926.0
15875,No,Points,Postcard,3,2,No,2,2,1,3,Yes,644.0
15876,No,Points,Letter,2,1,No,3,2,1,3,No,530.0
15877,No,Points,Postcard,3,1,No,2,3,1,5,Yes,729.0
15878,No,Air Miles,Postcard,3,2,No,3,2,1,3,Yes,1329.0
15879,No,Air Miles,Postcard,3,1,No,1,2,1,5,Yes,1125.0
15880,No,Points,Postcard,1,1,No,2,2,1,3,Yes,533.0
15881,Yes,Air Miles,Postcard,3,1,No,3,2,1,4,Yes,84.0
15882,No,Air Miles,Postcard,2,1,Yes,2,1,1,4,Yes,963.0
15883,No,Points,Letter,2,2,Yes,2,3,1,5,Yes,1041.0
15884,No,Points,Letter,2,1,No,1,2,1,4,Yes,1534.0
15885,No,Air Miles,Postcard,2,2,No,1,2,1,3,Yes,794.0
15886,No,Points,Letter,1,2,No,1,2,2,2,Yes,967.0
15887,No,Air Miles,Postcard,2,2,No,3,1,1,5,Yes,1264.0
15888,No,Air Miles,Postcard,2,1,No,1,1,1,4,No,524.0
15889,No,Cash Back,Postcard,2,2,No,1,1,1,4,Yes,939.0
15890,No,Points,Letter,2,1,No,2,1,2,5,No,974.0
15891,No,Air Miles,Postcard,2,1,No,3,2,1,4,Yes,893.0
15892,No,Air Miles,Postcard,2,1,Yes,2,1,2,2,Yes,493.0
15893,Yes,Points,Postcard,2,1,No,1,3,1,4,No,191.0
15894,No,Cash Back,Letter,3,1,No,3,3,1,1,No,310.0
15895,No,Points,Postcard,3,1,No,3,2,1,5,No,372.0
15896,Yes,Air Miles,Postcard,2,1,No,1,3,1,4,Yes,497.0
15897,No,Air Miles,Postcard,3,1,No,3,3,1,3,Yes,1260.0
15898,No,Points,Postcard,2,1,No,2,1,1,2,Yes,1049.0
15899,No,Air Miles,Postcard,2,1,No,1,2,1,5,No,441.0
15900,No,Points,Letter,3,1,No,1,2,1,3,Yes,541.0
15901,No,Points,Letter,3,2,No,1,2,1,3,No,1099.0
15902,No,Points,Letter,3,2,No,3,2,1,2,Yes,165.0
15903,No,Cash Back,Postcard,1,1,No,3,1,1,5,Yes,2167.0
15904,No,Air Miles,Postcard,3,1,No,2,2,1,2,No,277.0
15905,No,Cash Back,Postcard,3,1,Yes,3,1,1,3,No,845.0
15906,No,Cash Back,Postcard,3,1,No,2,2,1,3,Yes,234.0
15907,No,Points,Letter,1,1,No,2,2,1,5,No,1045.0
15908,No,Points,Letter,3,1,No,1,2,1,2,Yes,1487.0
15909,No,Points,Postcard,3,1,No,1,2,1,5,No,715.0
15910,No,Cash Back,Letter,1,1,Yes,3,3,1,3,No,1471.0
15911,No,Cash Back,Letter,2,1,No,3,2,1,5,No,1019.0
15912,No,Points,Letter,1,1,No,2,3,1,3,Yes,94.0
15913,No,Cash Back,Postcard,1,1,Yes,3,1,1,4,Yes,55.0
15914,No,Points,Postcard,1,1,No,2,1,1,4,No,392.0
15915,No,Points,Postcard,2,1,No,1,1,1,3,Yes,82.0
15916,No,Points,Letter,1,2,No,3,2,1,3,Yes,1333.0
15917,No,Air Miles,Postcard,3,1,Yes,2,3,1,4,Yes,1041.0
15918,No,Cash Back,Letter,2,1,No,3,1,1,3,Yes,444.0
15919,No,Air Miles,Letter,1,2,No,3,2,1,3,No,113.0
15920,No,Cash Back,Postcard,2,1,Yes,1,2,1,3,Yes,1389.0
15921,No,Cash Back,Letter,3,1,No,1,2,1,4,No,789.0
15922,No,Points,Postcard,2,1,No,1,3,2,5,No,899.0
15923,No,Air Miles,Postcard,2,1,No,2,1,1,5,No,29.0
15924,No,Air Miles,Letter,3,2,No,1,2,1,5,Yes,105.0
15925,No,Cash Back,Letter,3,2,No,1,1,1,3,Yes,1606.0
15926,No,Cash Back,Postcard,3,2,No,3,1,1,2,No,536.0
15927,No,Points,Postcard,2,1,No,3,1,2,2,No,206.0
15928,No,Air Miles,Postcard,2,1,No,1,2,1,4,No,791.0
15929,No,Points,Letter,2,1,No,2,3,2,3,Yes,1831.0
15930,No,Cash Back,Letter,2,1,No,3,1,1,4,No,419.0
15931,No,Points,Postcard,3,1,Yes,1,2,1,4,Yes,1575.0
15933,No,Air Miles,Letter,2,1,No,3,1,1,2,No,1119.0
15934,No,Cash Back,Letter,2,2,No,2,3,1,3,Yes,1743.0
15935,No,Cash Back,Postcard,2,1,Yes,2,2,1,4,Yes,1173.0
15936,No,Points,Letter,3,2,Yes,3,1,1,4,Yes,859.0
15937,No,Air Miles,Postcard,1,1,Yes,1,1,1,4,No,943.0
15938,No,Points,Postcard,2,1,No,3,2,2,3,Yes,462.0
15939,No,Air Miles,Postcard,2,1,No,3,1,1,2,Yes,59.0
15940,No,Cash Back,Postcard,3,1,No,1,2,2,3,Yes,663.0
15941,No,Points,Postcard,2,1,No,3,1,1,3,Yes,952.0
15942,No,Air Miles,Letter,2,2,No,3,3,1,2,No,949.0
15943,No,Air Miles,Postcard,3,2,No,1,2,2,3,Yes,687.0
15944,No,Cash Back,Postcard,2,1,No,3,2,1,3,Yes,377.0
15945,No,Cash Back,Letter,2,1,No,2,1,2,4,Yes,617.0
15946,No,Cash Back,Letter,3,1,No,2,1,1,4,No,86.0
15947,No,Points,Letter,2,1,No,3,3,2,3,No,1088.0
15948,No,Points,Letter,1,1,Yes,2,3,2,3,Yes,878.0
15949,No,Cash Back,Postcard,3,1,No,3,3,2,3,Yes,569.0
15950,No,Points,Postcard,3,1,No,1,1,1,4,Yes,533.0
15951,No,Cash Back,Postcard,2,1,No,2,2,1,5,No,546.0
15952,No,Air Miles,Letter,1,2,No,2,3,1,3,Yes,527.0
15953,No,Points,Postcard,2,1,No,1,1,1,3,Yes,1014.0
15954,No,Air Miles,Letter,2,1,No,3,2,1,5,Yes,544.0
15955,No,Air Miles,Postcard,1,1,No,2,1,1,4,Yes,61.0
15956,No,Cash Back,Letter,2,1,No,2,1,1,5,Yes,1431.0
15957,No,Air Miles,Postcard,1,1,Yes,2,1,1,3,Yes,790.0
15958,No,Points,Postcard,2,1,Yes,2,3,1,4,Yes,1304.0
15959,No,Air Miles,Postcard,3,1,No,2,3,1,1,No,333.0
15960,No,Cash Back,Postcard,2,1,No,3,2,1,3,Yes,371.0
15961,No,Air Miles,Letter,2,2,No,1,1,1,4,No,1747.0
15962,No,Cash Back,Letter,2,1,No,3,2,2,5,Yes,1304.0
15963,No,Air Miles,Postcard,2,1,No,3,1,2,4,Yes,219.0
15964,Yes,Points,Postcard,1,2,No,1,2,1,4,Yes,90.0
15965,No,Air Miles,Postcard,2,2,No,3,3,1,3,Yes,1660.0
15966,No,Air Miles,Postcard,3,1,No,2,3,2,5,Yes,1144.0
15967,Yes,Points,Postcard,2,1,No,1,1,1,3,Yes,2122.0
15968,No,Points,Postcard,2,1,No,2,2,1,2,Yes,1686.0
15969,No,Points,Letter,3,2,No,2,2,1,5,Yes,1202.0
15970,No,Cash Back,Postcard,3,2,No,2,2,1,3,Yes,371.0
15971,No,Air Miles,Postcard,3,2,No,2,1,1,3,Yes,1240.0
15972,No,Cash Back,Postcard,3,1,No,2,1,2,4,Yes,1719.0
15973,No,Air Miles,Letter,2,1,No,1,1,1,4,No,339.0
15974,No,Cash Back,Letter,1,1,No,1,3,2,5,No,286.0
15975,No,Air Miles,Postcard,2,1,No,1,2,1,1,Yes,578.0
15976,No,Cash Back,Letter,3,1,No,2,1,1,2,Yes,958.0
15977,No,Air Miles,Postcard,2,2,No,2,2,1,5,Yes,30.0
15978,No,Points,Letter,2,1,Yes,3,3,2,4,No,66.0
15979,No,Cash Back,Letter,2,2,No,3,2,1,4,No,361.0
15980,No,Points,Postcard,1,2,No,2,2,1,1,Yes,891.0
15981,No,Air Miles,Letter,2,1,No,1,2,1,5,No,67.0
15982,No,Air Miles,Postcard,2,1,No,3,1,1,4,No,1256.0
15983,No,Air Miles,Postcard,2,1,No,3,3,1,4,No,1277.0
15984,No,Points,Letter,3,1,No,2,2,2,3,Yes,1287.0
15985,No,Cash Back,Postcard,2,1,No,1,1,1,3,Yes,121.0
15986,No,Points,Postcard,2,1,No,3,3,2,4,Yes,671.0
15987,No,Cash Back,Postcard,3,2,No,1,3,1,1,Yes,855.0
15988,No,Cash Back,Postcard,1,1,No,3,3,1,4,No,1237.0
15989,No,Air Miles,Postcard,1,1,No,3,3,2,4,No,1903.0
15990,No,Cash Back,Postcard,3,1,No,2,2,2,5,Yes,1839.0
15991,No,Points,Letter,3,1,No,3,3,1,3,Yes,826.0
15992,No,Points,Postcard,1,1,No,2,3,1,3,Yes,680.0
15993,No,Cash Back,Postcard,2,2,Yes,3,3,1,3,Yes,800.0
15994,No,Air Miles,Postcard,2,1,No,2,2,1,2,Yes,429.0
15995,No,Points,Letter,2,1,No,1,1,2,4,No,577.0
15996,No,Air Miles,Postcard,1,1,No,2,1,2,3,Yes,224.0
15997,No,Cash Back,Letter,2,1,No,3,2,2,3,Yes,719.0
15998,No,Air Miles,Postcard,1,1,Yes,3,2,2,4,Yes,952.0
15999,No,Cash Back,Letter,2,1,No,1,2,2,3,Yes,532.0
16000,No,Air Miles,Letter,1,2,No,1,2,2,5,Yes,381.0
16001,No,Air Miles,Letter,2,1,Yes,3,2,1,3,Yes,463.0
16002,No,Cash Back,Letter,2,1,No,3,2,1,5,Yes,586.0
16003,No,Cash Back,Postcard,1,1,No,2,3,2,2,Yes,1394.0
16004,No,Air Miles,Letter,3,1,No,3,3,1,2,No,558.0
16005,No,Points,Postcard,1,1,No,2,2,1,4,Yes,776.0
16006,No,Points,Letter,3,1,No,3,2,1,3,No,152.0
16007,No,Air Miles,Postcard,2,1,No,3,3,2,4,No,226.0
16008,No,Cash Back,Letter,1,1,No,3,2,1,3,Yes,288.0
16009,No,Cash Back,Postcard,3,1,Yes,2,2,1,3,Yes,869.0
16010,No,Cash Back,Postcard,2,1,No,2,2,1,5,No,865.0
16011,No,Cash Back,Postcard,3,1,No,3,1,1,4,No,714.0
16012,Yes,Air Miles,Postcard,3,1,No,1,1,1,4,Yes,1318.0
16013,No,Air Miles,Postcard,2,1,Yes,2,1,1,3,No,529.0
16014,No,Cash Back,Letter,1,1,No,3,1,1,2,Yes,427.0
16015,Yes,Points,Postcard,1,1,No,2,3,1,4,Yes,1565.0
16016,No,Air Miles,Letter,1,1,Yes,1,2,1,2,Yes,267.0
16017,No,Points,Letter,1,2,No,1,3,1,5,Yes,1591.0
16018,No,Points,Letter,3,2,No,3,2,1,3,Yes,432.0
16019,No,Cash Back,Letter,1,2,No,2,1,1,5,Yes,1249.0
16020,No,Air Miles,Letter,2,2,No,2,2,1,2,Yes,1295.0
16021,No,Cash Back,Postcard,1,2,Yes,2,2,1,4,No,602.0
16022,No,Points,Letter,2,2,No,3,1,2,5,Yes,356.0
16023,No,Air Miles,Postcard,2,1,No,1,1,1,3,No,755.0
16024,No,Points,Postcard,3,1,No,1,2,1,1,Yes,460.0
16025,No,Air Miles,Letter,2,1,Yes,3,1,2,3,No,916.0
16026,No,Air Miles,Letter,1,1,No,2,1,1,2,Yes,913.0
16027,No,Air Miles,Postcard,2,1,Yes,3,1,1,3,Yes,206.0
16028,No,Cash Back,Postcard,1,1,No,1,1,1,4,Yes,1912.0
16029,No,Air Miles,Letter,1,1,No,3,2,1,5,No,1106.0
16030,No,Cash Back,Letter,3,1,No,3,1,1,3,Yes,916.0
16031,No,Air Miles,Postcard,2,1,No,2,1,1,3,No,410.0
16032,No,Cash Back,Postcard,3,1,No,1,1,1,3,No,350.0
16033,No,Points,Postcard,1,2,No,3,1,1,4,Yes,947.0
16034,No,Points,Letter,2,2,No,2,2,1,4,No,731.0
16035,No,Points,Letter,3,1,No,3,3,1,3,Yes,408.0
16036,No,Cash Back,Postcard,2,1,No,3,3,2,4,Yes,1235.0
16037,No,Air Miles,Letter,1,2,No,1,2,1,2,No,297.0
16038,No,Points,Letter,2,1,No,1,1,1,2,Yes,77.0
16039,No,Cash Back,Letter,2,1,No,2,3,1,3,Yes,138.0
16040,No,Points,Letter,3,1,Yes,1,2,2,3,Yes,817.0
16041,No,Air Miles,Letter,2,2,No,2,2,1,2,No,7.0
16042,No,Air Miles,Postcard,2,1,No,1,2,1,2,No,1869.0
16043,No,Cash Back,Letter,1,2,Yes,3,1,1,5,No,895.0
16044,No,Points,Postcard,1,1,No,1,3,1,2,No,207.0
16045,No,Points,Letter,2,1,No,1,1,2,3,Yes,1842.0
16046,No,Air Miles,Letter,1,1,No,2,3,1,2,Yes,973.0
16047,No,Air Miles,Letter,2,2,No,3,2,1,3,Yes,787.0
16048,No,Points,Postcard,2,1,No,3,2,1,4,Yes,58.0
16049,No,Points,Postcard,3,1,No,2,1,1,2,No,1773.0
16050,No,Air Miles,Letter,2,1,No,1,2,2,3,No,486.0
16051,Yes,Air Miles,Postcard,2,1,Yes,3,1,1,3,Yes,120.0
16052,No,Air Miles,Postcard,2,1,No,1,3,1,5,Yes,616.0
16053,No,Cash Back,Postcard,2,1,No,3,3,1,3,Yes,670.0
16054,No,Air Miles,Postcard,2,1,No,2,1,1,3,No,254.0
16055,No,Points,Postcard,1,2,No,2,2,1,4,Yes,164.0
16056,No,Cash Back,Postcard,2,1,No,2,1,1,2,No,397.0
16057,No,Air Miles,Postcard,2,1,Yes,2,2,1,5,Yes,1543.0
16058,No,Cash Back,Letter,1,1,Yes,1,1,1,4,Yes,1376.0
16059,No,Air Miles,Letter,1,1,No,3,3,1,3,Yes,946.0
16060,No,Cash Back,Postcard,3,1,Yes,2,3,1,2,Yes,737.0
16061,No,Air Miles,Letter,3,1,No,1,3,2,4,Yes,534.0
16062,No,Cash Back,Letter,3,1,No,1,1,2,4,No,736.0
16063,Yes,Air Miles,Postcard,1,1,No,1,3,1,2,Yes,496.0
16064,No,Points,Postcard,2,2,No,1,2,1,3,Yes,118.0
16065,No,Points,Letter,2,1,No,1,2,1,3,Yes,1346.0
16066,No,Cash Back,Postcard,3,1,No,1,2,2,2,No,374.0
